,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
181,181,181.0,181.0,181.0,guo_readmission,guo_readmission,count,lr_lbfgs,3,1,auprc,0.2002996865286979
182,182,182.0,182.0,182.0,guo_readmission,guo_readmission,count,lr_lbfgs,3,1,brier,0.2499745729423669
183,183,183.0,183.0,183.0,guo_readmission,guo_readmission,count,lr_lbfgs,4,1,auroc,0.5677194241735455
184,184,184.0,184.0,184.0,guo_readmission,guo_readmission,count,lr_lbfgs,4,1,auprc,0.1406809144182236
185,185,185.0,185.0,185.0,guo_readmission,guo_readmission,count,lr_lbfgs,4,1,brier,0.2500520709437885
186,186,186.0,186.0,186.0,guo_readmission,guo_readmission,count,lr_lbfgs,0,2,auroc,0.6176775531363401
187,187,187.0,187.0,187.0,guo_readmission,guo_readmission,count,lr_lbfgs,0,2,auprc,0.1951295614974912
188,188,188.0,188.0,188.0,guo_readmission,guo_readmission,count,lr_lbfgs,0,2,brier,0.2499816782672188
189,189,189.0,189.0,189.0,guo_readmission,guo_readmission,count,lr_lbfgs,1,2,auroc,0.4124456673445786
190,190,190.0,190.0,190.0,guo_readmission,guo_readmission,count,lr_lbfgs,1,2,auprc,0.0993862853338286
191,191,191.0,191.0,191.0,guo_readmission,guo_readmission,count,lr_lbfgs,1,2,brier,0.250012150245571
192,192,192.0,192.0,192.0,guo_readmission,guo_readmission,count,lr_lbfgs,2,2,auroc,0.6491286836543446
193,193,193.0,193.0,193.0,guo_readmission,guo_readmission,count,lr_lbfgs,2,2,auprc,0.1986174417529866
194,194,194.0,194.0,194.0,guo_readmission,guo_readmission,count,lr_lbfgs,2,2,brier,0.2339613551809921
195,195,195.0,195.0,195.0,guo_readmission,guo_readmission,count,lr_lbfgs,3,2,auroc,0.4816903935877497
196,196,196.0,196.0,196.0,guo_readmission,guo_readmission,count,lr_lbfgs,3,2,auprc,0.1328238655415836
197,197,197.0,197.0,197.0,guo_readmission,guo_readmission,count,lr_lbfgs,3,2,brier,0.4218726725787199
198,198,198.0,198.0,198.0,guo_readmission,guo_readmission,count,lr_lbfgs,4,2,auroc,0.6462934162778642
199,199,199.0,199.0,199.0,guo_readmission,guo_readmission,count,lr_lbfgs,4,2,auprc,0.1817494983585059
200,200,200.0,200.0,200.0,guo_readmission,guo_readmission,count,lr_lbfgs,4,2,brier,0.2500556544592177
201,201,201.0,201.0,201.0,guo_readmission,guo_readmission,count,lr_lbfgs,0,4,auroc,0.6643139131475057
202,202,202.0,202.0,202.0,guo_readmission,guo_readmission,count,lr_lbfgs,0,4,auprc,0.2430245238048168
203,203,203.0,203.0,203.0,guo_readmission,guo_readmission,count,lr_lbfgs,0,4,brier,0.4219025229240618
204,204,204.0,204.0,204.0,guo_readmission,guo_readmission,count,lr_lbfgs,1,4,auroc,0.6268632611556406
205,205,205.0,205.0,205.0,guo_readmission,guo_readmission,count,lr_lbfgs,1,4,auprc,0.1681909118515589
206,206,206.0,206.0,206.0,guo_readmission,guo_readmission,count,lr_lbfgs,1,4,brier,0.25963936873492
207,207,207.0,207.0,207.0,guo_readmission,guo_readmission,count,lr_lbfgs,2,4,auroc,0.702749531443155
208,208,208.0,208.0,208.0,guo_readmission,guo_readmission,count,lr_lbfgs,2,4,auprc,0.2044722830668794
209,209,209.0,209.0,209.0,guo_readmission,guo_readmission,count,lr_lbfgs,2,4,brier,0.2500060439095295
