,labeling_function,sub_task,model,head,replicate,k,score,value
714,chexpert,Lung Opacity,count,gbm,3,4,auroc,0.49290192485071305
715,chexpert,Lung Opacity,count,gbm,3,4,auprc,0.18882280207856966
716,chexpert,Lung Opacity,count,gbm,3,4,brier,0.37615682656084753
717,chexpert,Lung Opacity,count,gbm,4,4,auroc,0.5487119980462516
718,chexpert,Lung Opacity,count,gbm,4,4,auprc,0.21862754886987473
719,chexpert,Lung Opacity,count,gbm,4,4,brier,0.4962032732322454
720,chexpert,Lung Opacity,count,gbm,0,8,auroc,0.5252432674405283
721,chexpert,Lung Opacity,count,gbm,0,8,auprc,0.23853117401914323
722,chexpert,Lung Opacity,count,gbm,0,8,brier,0.505799022397366
723,chexpert,Lung Opacity,count,gbm,1,8,auroc,0.5750998729673751
724,chexpert,Lung Opacity,count,gbm,1,8,auprc,0.24273621316300822
725,chexpert,Lung Opacity,count,gbm,1,8,brier,0.398741239986349
726,chexpert,Lung Opacity,count,gbm,2,8,auroc,0.503543839899477
727,chexpert,Lung Opacity,count,gbm,2,8,auprc,0.19472798171245986
728,chexpert,Lung Opacity,count,gbm,2,8,brier,0.5877630737044699
729,chexpert,Lung Opacity,count,gbm,3,8,auroc,0.5599772009754016
730,chexpert,Lung Opacity,count,gbm,3,8,auprc,0.22947352219376974
731,chexpert,Lung Opacity,count,gbm,3,8,brier,0.3817371973484152
732,chexpert,Lung Opacity,count,gbm,4,8,auroc,0.5678579954718144
733,chexpert,Lung Opacity,count,gbm,4,8,auprc,0.22149433761922427
734,chexpert,Lung Opacity,count,gbm,4,8,brier,0.33748992248795673
735,chexpert,Lung Opacity,count,gbm,0,12,auroc,0.5670395782028851
736,chexpert,Lung Opacity,count,gbm,0,12,auprc,0.2642268193049503
737,chexpert,Lung Opacity,count,gbm,0,12,brier,0.47931405408353517
738,chexpert,Lung Opacity,count,gbm,1,12,auroc,0.6083752450036084
739,chexpert,Lung Opacity,count,gbm,1,12,auprc,0.270203430565465
740,chexpert,Lung Opacity,count,gbm,1,12,brier,0.3846437146489666
741,chexpert,Lung Opacity,count,gbm,2,12,auroc,0.5710475271807731
742,chexpert,Lung Opacity,count,gbm,2,12,auprc,0.24840022060444264
743,chexpert,Lung Opacity,count,gbm,2,12,brier,0.5231491002488516
744,chexpert,Lung Opacity,count,gbm,3,12,auroc,0.5695925029888436
745,chexpert,Lung Opacity,count,gbm,3,12,auprc,0.24342354199965724
746,chexpert,Lung Opacity,count,gbm,3,12,brier,0.3722176509416293
747,chexpert,Lung Opacity,count,gbm,4,12,auroc,0.506071859158596
748,chexpert,Lung Opacity,count,gbm,4,12,auprc,0.2046487954886732
749,chexpert,Lung Opacity,count,gbm,4,12,brier,0.5113576951748283
750,chexpert,Lung Opacity,count,gbm,0,16,auroc,0.5923395869306479
751,chexpert,Lung Opacity,count,gbm,0,16,auprc,0.24537714381074263
752,chexpert,Lung Opacity,count,gbm,0,16,brier,0.34054960890932917
753,chexpert,Lung Opacity,count,gbm,1,16,auroc,0.5981721003668188
754,chexpert,Lung Opacity,count,gbm,1,16,auprc,0.2601279576073309
755,chexpert,Lung Opacity,count,gbm,1,16,brier,0.35551883153034686
756,chexpert,Lung Opacity,count,gbm,2,16,auroc,0.5744717844564534
757,chexpert,Lung Opacity,count,gbm,2,16,auprc,0.23425215975472624
758,chexpert,Lung Opacity,count,gbm,2,16,brier,0.511024369116083
759,chexpert,Lung Opacity,count,gbm,3,16,auroc,0.5165090796527115
760,chexpert,Lung Opacity,count,gbm,3,16,auprc,0.19575262568169052
761,chexpert,Lung Opacity,count,gbm,3,16,brier,0.5384757436262911
762,chexpert,Lung Opacity,count,gbm,4,16,auroc,0.5642898636599272
763,chexpert,Lung Opacity,count,gbm,4,16,auprc,0.25249851327800554
764,chexpert,Lung Opacity,count,gbm,4,16,brier,0.5389156457975123
765,chexpert,Lung Opacity,count,gbm,0,24,auroc,0.5533176435733238
766,chexpert,Lung Opacity,count,gbm,0,24,auprc,0.22426742627386823
767,chexpert,Lung Opacity,count,gbm,0,24,brier,0.49472558729760874
768,chexpert,Lung Opacity,count,gbm,1,24,auroc,0.5313150905041579
769,chexpert,Lung Opacity,count,gbm,1,24,auprc,0.2123541449575373
770,chexpert,Lung Opacity,count,gbm,1,24,brier,0.4424184789944921
771,chexpert,Lung Opacity,count,gbm,2,24,auroc,0.5958885523153584
772,chexpert,Lung Opacity,count,gbm,2,24,auprc,0.2456012569788198
773,chexpert,Lung Opacity,count,gbm,2,24,brier,0.5059288380030631
774,chexpert,Lung Opacity,count,gbm,3,24,auroc,0.5475864126129674
775,chexpert,Lung Opacity,count,gbm,3,24,auprc,0.23356078820237125
776,chexpert,Lung Opacity,count,gbm,3,24,brier,0.39508663891678386
777,chexpert,Lung Opacity,count,gbm,4,24,auroc,0.555111238550406
778,chexpert,Lung Opacity,count,gbm,4,24,auprc,0.23915359739182138
779,chexpert,Lung Opacity,count,gbm,4,24,brier,0.5505658854050602
780,chexpert,Lung Opacity,count,gbm,0,32,auroc,0.5769492707625646
781,chexpert,Lung Opacity,count,gbm,0,32,auprc,0.2422292526369357
782,chexpert,Lung Opacity,count,gbm,0,32,brier,0.30600907116548093
783,chexpert,Lung Opacity,count,gbm,1,32,auroc,0.5767157363297354
784,chexpert,Lung Opacity,count,gbm,1,32,auprc,0.23971711153591785
785,chexpert,Lung Opacity,count,gbm,1,32,brier,0.2729604330030603
786,chexpert,Lung Opacity,count,gbm,2,32,auroc,0.6064212079007262
787,chexpert,Lung Opacity,count,gbm,2,32,auprc,0.2583450149889611
788,chexpert,Lung Opacity,count,gbm,2,32,brier,0.3018716412271168
789,chexpert,Lung Opacity,count,gbm,3,32,auroc,0.5372315247372883
790,chexpert,Lung Opacity,count,gbm,3,32,auprc,0.21746746880561074
791,chexpert,Lung Opacity,count,gbm,3,32,brier,0.3830258253709119
792,chexpert,Lung Opacity,count,gbm,4,32,auroc,0.6206644982254632
793,chexpert,Lung Opacity,count,gbm,4,32,auprc,0.30389049067626817
794,chexpert,Lung Opacity,count,gbm,4,32,brier,0.43921349843486873
795,chexpert,Lung Opacity,count,gbm,0,48,auroc,0.6176306441067351
796,chexpert,Lung Opacity,count,gbm,0,48,auprc,0.2756238168953442
797,chexpert,Lung Opacity,count,gbm,0,48,brier,0.25598336447976083
798,chexpert,Lung Opacity,count,gbm,1,48,auroc,0.5511341507688192
799,chexpert,Lung Opacity,count,gbm,1,48,auprc,0.22094109747008908
800,chexpert,Lung Opacity,count,gbm,1,48,brier,0.3926315921960464
801,chexpert,Lung Opacity,count,gbm,2,48,auroc,0.5970520735583653
802,chexpert,Lung Opacity,count,gbm,2,48,auprc,0.26842216319787005
803,chexpert,Lung Opacity,count,gbm,2,48,brier,0.3591436300194649
804,chexpert,Lung Opacity,count,gbm,3,48,auroc,0.556035377976021
805,chexpert,Lung Opacity,count,gbm,3,48,auprc,0.23130367796297036
806,chexpert,Lung Opacity,count,gbm,3,48,brier,0.40120676247037973
807,chexpert,Lung Opacity,count,gbm,4,48,auroc,0.6094325387603993
808,chexpert,Lung Opacity,count,gbm,4,48,auprc,0.2907391370549086
809,chexpert,Lung Opacity,count,gbm,4,48,brier,0.44498376196094835
810,chexpert,Lung Opacity,count,gbm,0,64,auroc,0.6191603487842168
811,chexpert,Lung Opacity,count,gbm,0,64,auprc,0.29215494778563167
812,chexpert,Lung Opacity,count,gbm,0,64,brier,0.3507170357318457
813,chexpert,Lung Opacity,count,gbm,1,64,auroc,0.5908392274608772
814,chexpert,Lung Opacity,count,gbm,1,64,auprc,0.257139423033544
815,chexpert,Lung Opacity,count,gbm,1,64,brier,0.2883011504072862
816,chexpert,Lung Opacity,count,gbm,2,64,auroc,0.6066590737295275
817,chexpert,Lung Opacity,count,gbm,2,64,auprc,0.2746764808536856
818,chexpert,Lung Opacity,count,gbm,2,64,brier,0.3586487110427482
819,chexpert,Lung Opacity,count,gbm,3,64,auroc,0.6003033637548929
820,chexpert,Lung Opacity,count,gbm,3,64,auprc,0.2723924823476995
821,chexpert,Lung Opacity,count,gbm,3,64,brier,0.25919996630676373
822,chexpert,Lung Opacity,count,gbm,4,64,auroc,0.6126207349555999
823,chexpert,Lung Opacity,count,gbm,4,64,auprc,0.28153010764285613
824,chexpert,Lung Opacity,count,gbm,4,64,brier,0.40667875446508067
825,chexpert,Lung Opacity,count,gbm,0,128,auroc,0.5792018493328243
826,chexpert,Lung Opacity,count,gbm,0,128,auprc,0.239751983729151
827,chexpert,Lung Opacity,count,gbm,0,128,brier,0.2845549737029823
828,chexpert,Lung Opacity,count,gbm,1,128,auroc,0.6065569971644516
829,chexpert,Lung Opacity,count,gbm,1,128,auprc,0.25833426506561574
830,chexpert,Lung Opacity,count,gbm,1,128,brier,0.42716134037532977
831,chexpert,Lung Opacity,count,gbm,2,128,auroc,0.6018633160142466
832,chexpert,Lung Opacity,count,gbm,2,128,auprc,0.25545951322031496
833,chexpert,Lung Opacity,count,gbm,2,128,brier,0.34000424382970795
834,chexpert,Lung Opacity,count,gbm,3,128,auroc,0.6118115940930443
835,chexpert,Lung Opacity,count,gbm,3,128,auprc,0.28613086350350364
836,chexpert,Lung Opacity,count,gbm,3,128,brier,0.29427692238629327
837,chexpert,Lung Opacity,count,gbm,4,128,auroc,0.5815491050000408
838,chexpert,Lung Opacity,count,gbm,4,128,auprc,0.25829587066916904
839,chexpert,Lung Opacity,count,gbm,4,128,brier,0.24660480593710696
840,chexpert,Edema,count,gbm,0,-1,auroc,0.671084576080767
841,chexpert,Edema,count,gbm,0,-1,auprc,0.13811847838150793
842,chexpert,Edema,count,gbm,0,-1,brier,0.06853484390481178
843,chexpert,Edema,count,gbm,0,1,auroc,0.5066933940727745
844,chexpert,Edema,count,gbm,0,1,auprc,0.07690062091681421
845,chexpert,Edema,count,gbm,0,1,brier,0.5649744714264312
846,chexpert,Edema,count,gbm,1,1,auroc,0.5066933940727745
847,chexpert,Edema,count,gbm,1,1,auprc,0.07690062091681421
848,chexpert,Edema,count,gbm,1,1,brier,0.5649744714264312
849,chexpert,Edema,count,gbm,2,1,auroc,0.5383129158522759
850,chexpert,Edema,count,gbm,2,1,auprc,0.0820457929802866
851,chexpert,Edema,count,gbm,2,1,brier,0.4467331843460277
852,chexpert,Edema,count,gbm,3,1,auroc,0.5066933940727745
853,chexpert,Edema,count,gbm,3,1,auprc,0.07690062091681421
854,chexpert,Edema,count,gbm,3,1,brier,0.5649744714264312
855,chexpert,Edema,count,gbm,4,1,auroc,0.4616870841477241
856,chexpert,Edema,count,gbm,4,1,auprc,0.07136919316684753
857,chexpert,Edema,count,gbm,4,1,brier,0.4278219225924849
858,chexpert,Edema,count,gbm,0,2,auroc,0.5114399454165832
859,chexpert,Edema,count,gbm,0,2,auprc,0.0775965624009247
860,chexpert,Edema,count,gbm,0,2,brier,0.5983904873404593
861,chexpert,Edema,count,gbm,1,2,auroc,0.4957597175410786
862,chexpert,Edema,count,gbm,1,2,auprc,0.07535961086943083
863,chexpert,Edema,count,gbm,1,2,brier,0.3897239923608337
864,chexpert,Edema,count,gbm,2,2,auroc,0.5204303061083153
865,chexpert,Edema,count,gbm,2,2,auprc,0.0789280287966529
866,chexpert,Edema,count,gbm,2,2,brier,0.7470183163646622
867,chexpert,Edema,count,gbm,3,2,auroc,0.45880433332820336
868,chexpert,Edema,count,gbm,3,2,auprc,0.0733943308217714
869,chexpert,Edema,count,gbm,3,2,brier,0.1802312772075099
870,chexpert,Edema,count,gbm,4,2,auroc,0.502814457423396
871,chexpert,Edema,count,gbm,4,2,auprc,0.07634578499978943
872,chexpert,Edema,count,gbm,4,2,brier,0.29232181410593605
873,chexpert,Edema,count,gbm,0,4,auroc,0.5330249068901304
874,chexpert,Edema,count,gbm,0,4,auprc,0.08089696143026108
875,chexpert,Edema,count,gbm,0,4,brier,0.5642162468953688
876,chexpert,Edema,count,gbm,1,4,auroc,0.5169931123064059
877,chexpert,Edema,count,gbm,1,4,auprc,0.07831821259834432
878,chexpert,Edema,count,gbm,1,4,brier,0.6461276529319266
879,chexpert,Edema,count,gbm,2,4,auroc,0.43964314616454025
880,chexpert,Edema,count,gbm,2,4,auprc,0.06769347736186142
881,chexpert,Edema,count,gbm,2,4,brier,0.5299978174065302
882,chexpert,Edema,count,gbm,3,4,auroc,0.42483205595826207
883,chexpert,Edema,count,gbm,3,4,auprc,0.06587133938283163
884,chexpert,Edema,count,gbm,3,4,brier,0.641537540855824
885,chexpert,Edema,count,gbm,4,4,auroc,0.49530266478907914
886,chexpert,Edema,count,gbm,4,4,auprc,0.07597153664119988
887,chexpert,Edema,count,gbm,4,4,brier,0.3323596507878813
888,chexpert,Edema,count,gbm,0,8,auroc,0.5560772145015416
889,chexpert,Edema,count,gbm,0,8,auprc,0.0857503786786226
890,chexpert,Edema,count,gbm,0,8,brier,0.5228372425678101
891,chexpert,Edema,count,gbm,1,8,auroc,0.6182708560977987
892,chexpert,Edema,count,gbm,1,8,auprc,0.10878002112660574
893,chexpert,Edema,count,gbm,1,8,brier,0.5465224651189665
894,chexpert,Edema,count,gbm,2,8,auroc,0.4528038927877044
895,chexpert,Edema,count,gbm,2,8,auprc,0.07133338203846419
896,chexpert,Edema,count,gbm,2,8,brier,0.40334781436373257
897,chexpert,Edema,count,gbm,3,8,auroc,0.5267113747941581
898,chexpert,Edema,count,gbm,3,8,auprc,0.08552003071155952
899,chexpert,Edema,count,gbm,3,8,brier,0.4546423098801353
900,chexpert,Edema,count,gbm,4,8,auroc,0.5498766230101934
901,chexpert,Edema,count,gbm,4,8,auprc,0.08445986548455078
902,chexpert,Edema,count,gbm,4,8,brier,0.5391395155053849
903,chexpert,Edema,count,gbm,0,12,auroc,0.564174951649558
904,chexpert,Edema,count,gbm,0,12,auprc,0.08713337643236899
905,chexpert,Edema,count,gbm,0,12,brier,0.35711610336028765
906,chexpert,Edema,count,gbm,1,12,auroc,0.5847960303902406
907,chexpert,Edema,count,gbm,1,12,auprc,0.09020561710325213
908,chexpert,Edema,count,gbm,1,12,brier,0.47870199007202713
909,chexpert,Edema,count,gbm,2,12,auroc,0.4747103622563882
910,chexpert,Edema,count,gbm,2,12,auprc,0.07692153249257129
911,chexpert,Edema,count,gbm,2,12,brier,0.4306208650772987
912,chexpert,Edema,count,gbm,3,12,auroc,0.5737906137299865
913,chexpert,Edema,count,gbm,3,12,auprc,0.11684095980005915
914,chexpert,Edema,count,gbm,3,12,brier,0.5333168304109195
915,chexpert,Edema,count,gbm,4,12,auroc,0.48247336557551135
916,chexpert,Edema,count,gbm,4,12,auprc,0.07284761115871673
917,chexpert,Edema,count,gbm,4,12,brier,0.6311655816138226
918,chexpert,Edema,count,gbm,0,16,auroc,0.5233989046124012
919,chexpert,Edema,count,gbm,0,16,auprc,0.07734066137731391
920,chexpert,Edema,count,gbm,0,16,brier,0.3615946588687611
921,chexpert,Edema,count,gbm,1,16,auroc,0.6006321627909363
922,chexpert,Edema,count,gbm,1,16,auprc,0.10801689793757077
923,chexpert,Edema,count,gbm,1,16,brier,0.46044376768215783
924,chexpert,Edema,count,gbm,2,16,auroc,0.5949623680943513
925,chexpert,Edema,count,gbm,2,16,auprc,0.10358015192514944
926,chexpert,Edema,count,gbm,2,16,brier,0.3244407166538464
927,chexpert,Edema,count,gbm,3,16,auroc,0.5958446514407663
928,chexpert,Edema,count,gbm,3,16,auprc,0.11219650794708141
929,chexpert,Edema,count,gbm,3,16,brier,0.39770429110890243
930,chexpert,Edema,count,gbm,4,16,auroc,0.5271999290774685
931,chexpert,Edema,count,gbm,4,16,auprc,0.07749852616157196
932,chexpert,Edema,count,gbm,4,16,brier,0.4886965623765616
933,chexpert,Edema,count,gbm,0,24,auroc,0.6058162888406666
934,chexpert,Edema,count,gbm,0,24,auprc,0.1011739181669749
935,chexpert,Edema,count,gbm,0,24,brier,0.5430901444560087
936,chexpert,Edema,count,gbm,1,24,auroc,0.6225813557104822
937,chexpert,Edema,count,gbm,1,24,auprc,0.11974236773373104
938,chexpert,Edema,count,gbm,1,24,brier,0.3983614079855865
939,chexpert,Edema,count,gbm,2,24,auroc,0.6087964298905766
940,chexpert,Edema,count,gbm,2,24,auprc,0.12042976273518508
941,chexpert,Edema,count,gbm,2,24,brier,0.35065885834661703
942,chexpert,Edema,count,gbm,3,24,auroc,0.5053827540257835
943,chexpert,Edema,count,gbm,3,24,auprc,0.07622073617465862
944,chexpert,Edema,count,gbm,3,24,brier,0.468897316248143
945,chexpert,Edema,count,gbm,4,24,auroc,0.593487727708779
946,chexpert,Edema,count,gbm,4,24,auprc,0.11685383504738364
947,chexpert,Edema,count,gbm,4,24,brier,0.46406025994752187
948,chexpert,Edema,count,gbm,0,32,auroc,0.6173554680887083
949,chexpert,Edema,count,gbm,0,32,auprc,0.1137750322531448
950,chexpert,Edema,count,gbm,0,32,brier,0.49556916722588157
951,chexpert,Edema,count,gbm,1,32,auroc,0.6273812913287266
952,chexpert,Edema,count,gbm,1,32,auprc,0.1160939077084495
953,chexpert,Edema,count,gbm,1,32,brier,0.3177278524097594
954,chexpert,Edema,count,gbm,2,32,auroc,0.5941398815478297
955,chexpert,Edema,count,gbm,2,32,auprc,0.11776279720167365
956,chexpert,Edema,count,gbm,2,32,brier,0.4018503291854963
957,chexpert,Edema,count,gbm,3,32,auroc,0.5457971346271244
958,chexpert,Edema,count,gbm,3,32,auprc,0.08289526770717102
959,chexpert,Edema,count,gbm,3,32,brier,0.28374997849636674
960,chexpert,Edema,count,gbm,4,32,auroc,0.587218121412192
961,chexpert,Edema,count,gbm,4,32,auprc,0.1252319174286659
962,chexpert,Edema,count,gbm,4,32,brier,0.42051677768257695
963,chexpert,Edema,count,gbm,0,48,auroc,0.6221755230055763
964,chexpert,Edema,count,gbm,0,48,auprc,0.13022868015574296
965,chexpert,Edema,count,gbm,0,48,brier,0.3566071055578805
966,chexpert,Edema,count,gbm,1,48,auroc,0.6116536909214029
967,chexpert,Edema,count,gbm,1,48,auprc,0.10500492730518787
968,chexpert,Edema,count,gbm,1,48,brier,0.3450421211854889
969,chexpert,Edema,count,gbm,2,48,auroc,0.624362594969502
970,chexpert,Edema,count,gbm,2,48,auprc,0.10850759055182657
971,chexpert,Edema,count,gbm,2,48,brier,0.3551844503884063
972,chexpert,Edema,count,gbm,3,48,auroc,0.6212589326479625
973,chexpert,Edema,count,gbm,3,48,auprc,0.11259273486436569
974,chexpert,Edema,count,gbm,3,48,brier,0.326069948769948
975,chexpert,Edema,count,gbm,4,48,auroc,0.5864708217266622
976,chexpert,Edema,count,gbm,4,48,auprc,0.10405616875791328
977,chexpert,Edema,count,gbm,4,48,brier,0.46582054736851797
978,chexpert,Edema,count,gbm,0,64,auroc,0.6229656262985364
979,chexpert,Edema,count,gbm,0,64,auprc,0.13927253316316446
980,chexpert,Edema,count,gbm,0,64,brier,0.3432344261272625
981,chexpert,Edema,count,gbm,1,64,auroc,0.6034349975119402
982,chexpert,Edema,count,gbm,1,64,auprc,0.1077206415069874
983,chexpert,Edema,count,gbm,1,64,brier,0.32483662892636433
984,chexpert,Edema,count,gbm,2,64,auroc,0.6458032746202502
985,chexpert,Edema,count,gbm,2,64,auprc,0.13038968014523905
986,chexpert,Edema,count,gbm,2,64,brier,0.31429219245213347
987,chexpert,Edema,count,gbm,3,64,auroc,0.6139213202363913
988,chexpert,Edema,count,gbm,3,64,auprc,0.10918030538237905
989,chexpert,Edema,count,gbm,3,64,brier,0.34484127100087864
990,chexpert,Edema,count,gbm,4,64,auroc,0.5901040784944416
991,chexpert,Edema,count,gbm,4,64,auprc,0.11642780433188407
992,chexpert,Edema,count,gbm,4,64,brier,0.26447845055775787
993,chexpert,Edema,count,gbm,0,128,auroc,0.6450343326613006
994,chexpert,Edema,count,gbm,0,128,auprc,0.13893153922552348
995,chexpert,Edema,count,gbm,0,128,brier,0.2495094017411274
996,chexpert,Edema,count,gbm,1,128,auroc,0.6435752426499634
997,chexpert,Edema,count,gbm,1,128,auprc,0.130606428588662
998,chexpert,Edema,count,gbm,1,128,brier,0.2161029209030017
999,chexpert,Edema,count,gbm,2,128,auroc,0.6229309986610647
1000,chexpert,Edema,count,gbm,2,128,auprc,0.141862802043911
1001,chexpert,Edema,count,gbm,2,128,brier,0.24959867546436007
1002,chexpert,Edema,count,gbm,3,128,auroc,0.5989048689023295
1003,chexpert,Edema,count,gbm,3,128,auprc,0.1071480209368194
1004,chexpert,Edema,count,gbm,3,128,brier,0.3547515523035881
1005,chexpert,Edema,count,gbm,4,128,auroc,0.6330337722065756
1006,chexpert,Edema,count,gbm,4,128,auprc,0.1349580451764159
1007,chexpert,Edema,count,gbm,4,128,brier,0.374481070402139
1008,chexpert,Consolidation,count,gbm,0,-1,auroc,0.6038608074044592
1009,chexpert,Consolidation,count,gbm,0,-1,auprc,0.04978781475433297
1010,chexpert,Consolidation,count,gbm,0,-1,brier,0.0370764025534252
1011,chexpert,Consolidation,count,gbm,0,1,auroc,0.5525196856538602
1012,chexpert,Consolidation,count,gbm,0,1,auprc,0.042409228929578116
1013,chexpert,Consolidation,count,gbm,0,1,brier,0.2896595491017962
1014,chexpert,Consolidation,count,gbm,1,1,auroc,0.47722582508057654
1015,chexpert,Consolidation,count,gbm,1,1,auprc,0.03595180677788255
1016,chexpert,Consolidation,count,gbm,1,1,brier,0.4196515230970223
1017,chexpert,Consolidation,count,gbm,2,1,auroc,0.5227741749194234
1018,chexpert,Consolidation,count,gbm,2,1,auprc,0.03922015590959909
1019,chexpert,Consolidation,count,gbm,2,1,brier,0.4549035838414904
1020,chexpert,Consolidation,count,gbm,3,1,auroc,0.47722582508057654
1021,chexpert,Consolidation,count,gbm,3,1,auprc,0.03595180677788255
1022,chexpert,Consolidation,count,gbm,3,1,brier,0.4196515230970223
1023,chexpert,Consolidation,count,gbm,4,1,auroc,0.5227741749194234
1024,chexpert,Consolidation,count,gbm,4,1,auprc,0.03922015590959909
1025,chexpert,Consolidation,count,gbm,4,1,brier,0.4549035838414904
1026,chexpert,Consolidation,count,gbm,0,2,auroc,0.5062410351259179
1027,chexpert,Consolidation,count,gbm,0,2,auprc,0.03790526406792216
1028,chexpert,Consolidation,count,gbm,0,2,brier,0.3508916441970055
1029,chexpert,Consolidation,count,gbm,1,2,auroc,0.4825353717447459
1030,chexpert,Consolidation,count,gbm,1,2,auprc,0.03625046421018721
1031,chexpert,Consolidation,count,gbm,1,2,brier,0.5400960639739558
1032,chexpert,Consolidation,count,gbm,2,2,auroc,0.5525196856538602
1033,chexpert,Consolidation,count,gbm,2,2,auprc,0.042409228929578116
1034,chexpert,Consolidation,count,gbm,2,2,brier,0.2896595491017965
1035,chexpert,Consolidation,count,gbm,3,2,auroc,0.5163096325084479
1036,chexpert,Consolidation,count,gbm,3,2,auprc,0.038692173338771965
1037,chexpert,Consolidation,count,gbm,3,2,brier,0.42938256069836045
1038,chexpert,Consolidation,count,gbm,4,2,auroc,0.5082778857334613
1039,chexpert,Consolidation,count,gbm,4,2,auprc,0.038107714505583576
1040,chexpert,Consolidation,count,gbm,4,2,brier,0.14562183215369612
1041,chexpert,Consolidation,count,gbm,0,4,auroc,0.5178129999453718
1042,chexpert,Consolidation,count,gbm,0,4,auprc,0.038681621085086035
1043,chexpert,Consolidation,count,gbm,0,4,brier,0.27735804873784153
1044,chexpert,Consolidation,count,gbm,1,4,auroc,0.5299459181045584
1045,chexpert,Consolidation,count,gbm,1,4,auprc,0.04359941746732862
1046,chexpert,Consolidation,count,gbm,1,4,brier,0.481480806043622
1047,chexpert,Consolidation,count,gbm,2,4,auroc,0.5134332248573814
1048,chexpert,Consolidation,count,gbm,2,4,auprc,0.04431214756083794
1049,chexpert,Consolidation,count,gbm,2,4,brier,0.6588682781292919
1050,chexpert,Consolidation,count,gbm,3,4,auroc,0.4483702853932058
1051,chexpert,Consolidation,count,gbm,3,4,auprc,0.03400596854210016
1052,chexpert,Consolidation,count,gbm,3,4,brier,0.6922123781759971
1053,chexpert,Consolidation,count,gbm,4,4,auroc,0.5291104191541998
1054,chexpert,Consolidation,count,gbm,4,4,auprc,0.039715328989401485
1055,chexpert,Consolidation,count,gbm,4,4,brier,0.28277438098764274
1056,chexpert,Consolidation,count,gbm,0,8,auroc,0.4887426934812977
1057,chexpert,Consolidation,count,gbm,0,8,auprc,0.03682489488910952
1058,chexpert,Consolidation,count,gbm,0,8,brier,0.27282347191666184
1059,chexpert,Consolidation,count,gbm,1,8,auroc,0.4602266288951841
1060,chexpert,Consolidation,count,gbm,1,8,auprc,0.037279847448592855
1061,chexpert,Consolidation,count,gbm,1,8,brier,0.5353414087691579
1062,chexpert,Consolidation,count,gbm,2,8,auroc,0.5958298410320043
1063,chexpert,Consolidation,count,gbm,2,8,auprc,0.05307235966819493
1064,chexpert,Consolidation,count,gbm,2,8,brier,0.5839541275506553
1065,chexpert,Consolidation,count,gbm,3,8,auroc,0.5701933057070837
1066,chexpert,Consolidation,count,gbm,3,8,auprc,0.05289314913514814
1067,chexpert,Consolidation,count,gbm,3,8,brier,0.45418039680213795
1068,chexpert,Consolidation,count,gbm,4,8,auroc,0.5564491684811025
1069,chexpert,Consolidation,count,gbm,4,8,auprc,0.047995833722972246
1070,chexpert,Consolidation,count,gbm,4,8,brier,0.6819950191895259
1071,chexpert,Consolidation,count,gbm,0,12,auroc,0.5194417000288748
1072,chexpert,Consolidation,count,gbm,0,12,auprc,0.040305085363881006
1073,chexpert,Consolidation,count,gbm,0,12,brier,0.5172526661626974
1074,chexpert,Consolidation,count,gbm,1,12,auroc,0.44953761150001176
1075,chexpert,Consolidation,count,gbm,1,12,auprc,0.03378417164683645
1076,chexpert,Consolidation,count,gbm,1,12,brier,0.5404632729400441
1077,chexpert,Consolidation,count,gbm,2,12,auroc,0.5401643527731603
1078,chexpert,Consolidation,count,gbm,2,12,auprc,0.04198307947719905
1079,chexpert,Consolidation,count,gbm,2,12,brier,0.5857347322584424
1080,chexpert,Consolidation,count,gbm,3,12,auroc,0.5469226386970399
1081,chexpert,Consolidation,count,gbm,3,12,auprc,0.046851963288942616
1082,chexpert,Consolidation,count,gbm,3,12,brier,0.6273892356944462
1083,chexpert,Consolidation,count,gbm,4,12,auroc,0.5483524922154848
1084,chexpert,Consolidation,count,gbm,4,12,auprc,0.04506876392171744
1085,chexpert,Consolidation,count,gbm,4,12,brier,0.5477779148729998
1086,chexpert,Consolidation,count,gbm,0,16,auroc,0.47233832010551036
1087,chexpert,Consolidation,count,gbm,0,16,auprc,0.03771205966641805
1088,chexpert,Consolidation,count,gbm,0,16,brier,0.4982737827962968
1089,chexpert,Consolidation,count,gbm,1,16,auroc,0.43299963321081014
1090,chexpert,Consolidation,count,gbm,1,16,auprc,0.0319193978602931
1091,chexpert,Consolidation,count,gbm,1,16,brier,0.6931992968265884
1092,chexpert,Consolidation,count,gbm,2,16,auroc,0.4963783079312309
1093,chexpert,Consolidation,count,gbm,2,16,auprc,0.03709407463181125
1094,chexpert,Consolidation,count,gbm,2,16,brier,0.6092032599084809
1095,chexpert,Consolidation,count,gbm,3,16,auroc,0.5885265219800373
1096,chexpert,Consolidation,count,gbm,3,16,auprc,0.0581369793045778
1097,chexpert,Consolidation,count,gbm,3,16,brier,0.47498122941769455
1098,chexpert,Consolidation,count,gbm,4,16,auroc,0.5808988676359266
1099,chexpert,Consolidation,count,gbm,4,16,auprc,0.05061240372444448
1100,chexpert,Consolidation,count,gbm,4,16,brier,0.4144935562302084
1101,chexpert,Consolidation,count,gbm,0,24,auroc,0.5090099033081263
1102,chexpert,Consolidation,count,gbm,0,24,auprc,0.03936308550266149
1103,chexpert,Consolidation,count,gbm,0,24,brier,0.4077498423618451
1104,chexpert,Consolidation,count,gbm,1,24,auroc,0.5221779473852612
