,labeling_function,sub_task,model,head,replicate,k,score,value
4201,chexpert,Pleural Other,count,lr_lbfgs,0,-1,auprc,0.043470969767105856
4202,chexpert,Pleural Other,count,lr_lbfgs,0,-1,brier,0.02637719108108418
4203,chexpert,Pleural Other,count,lr_lbfgs,0,1,auroc,0.3013577602886217
4204,chexpert,Pleural Other,count,lr_lbfgs,0,1,auprc,0.010468410840994266
4205,chexpert,Pleural Other,count,lr_lbfgs,0,1,brier,0.2502825356830236
4206,chexpert,Pleural Other,count,lr_lbfgs,1,1,auroc,0.6090041668746127
4207,chexpert,Pleural Other,count,lr_lbfgs,1,1,auprc,0.021080521500187105
4208,chexpert,Pleural Other,count,lr_lbfgs,1,1,brier,0.24989150631392212
4209,chexpert,Pleural Other,count,lr_lbfgs,2,1,auroc,0.6034644875380722
4210,chexpert,Pleural Other,count,lr_lbfgs,2,1,auprc,0.018986838181032802
4211,chexpert,Pleural Other,count,lr_lbfgs,2,1,brier,0.249950307956078
4212,chexpert,Pleural Other,count,lr_lbfgs,3,1,auroc,0.6920443868705477
4213,chexpert,Pleural Other,count,lr_lbfgs,3,1,auprc,0.033410295613081724
4214,chexpert,Pleural Other,count,lr_lbfgs,3,1,brier,0.2499281646013057
4215,chexpert,Pleural Other,count,lr_lbfgs,4,1,auroc,0.6825454171973808
4216,chexpert,Pleural Other,count,lr_lbfgs,4,1,auprc,0.024475023182503733
4217,chexpert,Pleural Other,count,lr_lbfgs,4,1,brier,0.24996865958692288
4218,chexpert,Pleural Other,count,lr_lbfgs,0,2,auroc,0.7317747153672397
4219,chexpert,Pleural Other,count,lr_lbfgs,0,2,auprc,0.03559964268607389
4220,chexpert,Pleural Other,count,lr_lbfgs,0,2,brier,0.2499366872949463
4221,chexpert,Pleural Other,count,lr_lbfgs,1,2,auroc,0.640636538738336
4222,chexpert,Pleural Other,count,lr_lbfgs,1,2,auprc,0.02442131816592926
4223,chexpert,Pleural Other,count,lr_lbfgs,1,2,brier,0.2497803574761731
4224,chexpert,Pleural Other,count,lr_lbfgs,2,2,auroc,0.5872859332359786
4225,chexpert,Pleural Other,count,lr_lbfgs,2,2,auprc,0.01788639839609125
4226,chexpert,Pleural Other,count,lr_lbfgs,2,2,brier,0.24998817700120046
4227,chexpert,Pleural Other,count,lr_lbfgs,3,2,auroc,0.637399091981533
4228,chexpert,Pleural Other,count,lr_lbfgs,3,2,auprc,0.022059800217355797
4229,chexpert,Pleural Other,count,lr_lbfgs,3,2,brier,0.37077727193945925
4230,chexpert,Pleural Other,count,lr_lbfgs,4,2,auroc,0.5268333416511702
4231,chexpert,Pleural Other,count,lr_lbfgs,4,2,auprc,0.015318663525877565
4232,chexpert,Pleural Other,count,lr_lbfgs,4,2,brier,0.2500215498259589
4233,chexpert,Pleural Other,count,lr_lbfgs,0,4,auroc,0.5139522671891714
4234,chexpert,Pleural Other,count,lr_lbfgs,0,4,auprc,0.015449853034578593
4235,chexpert,Pleural Other,count,lr_lbfgs,0,4,brier,0.1985736148716539
4236,chexpert,Pleural Other,count,lr_lbfgs,1,4,auroc,0.663773144381012
4237,chexpert,Pleural Other,count,lr_lbfgs,1,4,auprc,0.02559899834476298
4238,chexpert,Pleural Other,count,lr_lbfgs,1,4,brier,0.24987826365260993
4239,chexpert,Pleural Other,count,lr_lbfgs,2,4,auroc,0.668823156279135
4240,chexpert,Pleural Other,count,lr_lbfgs,2,4,auprc,0.02631133212418452
4241,chexpert,Pleural Other,count,lr_lbfgs,2,4,brier,0.3702540250307519
4242,chexpert,Pleural Other,count,lr_lbfgs,3,4,auroc,0.5763628052374887
4243,chexpert,Pleural Other,count,lr_lbfgs,3,4,auprc,0.017979111372781378
4244,chexpert,Pleural Other,count,lr_lbfgs,3,4,brier,0.4343436745800399
4245,chexpert,Pleural Other,count,lr_lbfgs,4,4,auroc,0.46798066790059967
4246,chexpert,Pleural Other,count,lr_lbfgs,4,4,auprc,0.013510983442024676
4247,chexpert,Pleural Other,count,lr_lbfgs,4,4,brier,0.25003603705089267
4248,chexpert,Pleural Other,count,lr_lbfgs,0,8,auroc,0.5104840908712825
4249,chexpert,Pleural Other,count,lr_lbfgs,0,8,auprc,0.01495070735710272
4250,chexpert,Pleural Other,count,lr_lbfgs,0,8,brier,0.27462709248455497
4251,chexpert,Pleural Other,count,lr_lbfgs,1,8,auroc,0.6706877983119854
4252,chexpert,Pleural Other,count,lr_lbfgs,1,8,auprc,0.027562138765540044
4253,chexpert,Pleural Other,count,lr_lbfgs,1,8,brier,0.24981193879869135
4254,chexpert,Pleural Other,count,lr_lbfgs,2,8,auroc,0.6073203473817981
4255,chexpert,Pleural Other,count,lr_lbfgs,2,8,auprc,0.01956146312296441
4256,chexpert,Pleural Other,count,lr_lbfgs,2,8,brier,0.32428018083086707
4257,chexpert,Pleural Other,count,lr_lbfgs,3,8,auroc,0.41882008229595435
4258,chexpert,Pleural Other,count,lr_lbfgs,3,8,auprc,0.012386679565120604
4259,chexpert,Pleural Other,count,lr_lbfgs,3,8,brier,0.29906057469152436
4260,chexpert,Pleural Other,count,lr_lbfgs,4,8,auroc,0.5128702251095966
4261,chexpert,Pleural Other,count,lr_lbfgs,4,8,auprc,0.014835471695573336
4262,chexpert,Pleural Other,count,lr_lbfgs,4,8,brier,0.3875786821544068
4263,chexpert,Pleural Other,count,lr_lbfgs,0,12,auroc,0.5710596417833153
4264,chexpert,Pleural Other,count,lr_lbfgs,0,12,auprc,0.01760129708087153
4265,chexpert,Pleural Other,count,lr_lbfgs,0,12,brier,0.24821685576632765
4266,chexpert,Pleural Other,count,lr_lbfgs,1,12,auroc,0.6867166315509293
4267,chexpert,Pleural Other,count,lr_lbfgs,1,12,auprc,0.031871335743396276
4268,chexpert,Pleural Other,count,lr_lbfgs,1,12,brier,0.24983767019756453
4269,chexpert,Pleural Other,count,lr_lbfgs,2,12,auroc,0.6751736438851965
4270,chexpert,Pleural Other,count,lr_lbfgs,2,12,auprc,0.02571353070647305
4271,chexpert,Pleural Other,count,lr_lbfgs,2,12,brier,0.21386313839154839
4272,chexpert,Pleural Other,count,lr_lbfgs,3,12,auroc,0.4841686249747752
4273,chexpert,Pleural Other,count,lr_lbfgs,3,12,auprc,0.01416108905580711
4274,chexpert,Pleural Other,count,lr_lbfgs,3,12,brier,0.27551863096031315
4275,chexpert,Pleural Other,count,lr_lbfgs,4,12,auroc,0.6327671417959728
4276,chexpert,Pleural Other,count,lr_lbfgs,4,12,auprc,0.02176684600743255
4277,chexpert,Pleural Other,count,lr_lbfgs,4,12,brier,0.23348465690217232
4278,chexpert,Pleural Other,count,lr_lbfgs,0,16,auroc,0.7331619858943954
4279,chexpert,Pleural Other,count,lr_lbfgs,0,16,auprc,0.04356220472616675
4280,chexpert,Pleural Other,count,lr_lbfgs,0,16,brier,0.16278941125269508
4281,chexpert,Pleural Other,count,lr_lbfgs,1,16,auroc,0.6975233098336361
4282,chexpert,Pleural Other,count,lr_lbfgs,1,16,auprc,0.03445532846246861
4283,chexpert,Pleural Other,count,lr_lbfgs,1,16,brier,0.23873974185284258
4284,chexpert,Pleural Other,count,lr_lbfgs,2,16,auroc,0.6965729065632073
4285,chexpert,Pleural Other,count,lr_lbfgs,2,16,auprc,0.028259976743262923
4286,chexpert,Pleural Other,count,lr_lbfgs,2,16,brier,0.16896528657913948
4287,chexpert,Pleural Other,count,lr_lbfgs,3,16,auroc,0.65163163410776
4288,chexpert,Pleural Other,count,lr_lbfgs,3,16,auprc,0.022924657718861128
4289,chexpert,Pleural Other,count,lr_lbfgs,3,16,brier,0.2797651707074744
4290,chexpert,Pleural Other,count,lr_lbfgs,4,16,auroc,0.6334817524741948
4291,chexpert,Pleural Other,count,lr_lbfgs,4,16,auprc,0.021398309943401896
4292,chexpert,Pleural Other,count,lr_lbfgs,4,16,brier,0.24152564487442593
4293,chexpert,Pleural Other,count,lr_lbfgs,0,24,auroc,0.6882254148249891
4294,chexpert,Pleural Other,count,lr_lbfgs,0,24,auprc,0.0277679308096958
4295,chexpert,Pleural Other,count,lr_lbfgs,0,24,brier,0.16159931927391546
4296,chexpert,Pleural Other,count,lr_lbfgs,1,24,auroc,0.6650363706457029
4297,chexpert,Pleural Other,count,lr_lbfgs,1,24,auprc,0.023583763920666648
4298,chexpert,Pleural Other,count,lr_lbfgs,1,24,brier,0.5766398140532105
4299,chexpert,Pleural Other,count,lr_lbfgs,2,24,auroc,0.7044459199563712
4300,chexpert,Pleural Other,count,lr_lbfgs,2,24,auprc,0.03152507279132057
4301,chexpert,Pleural Other,count,lr_lbfgs,2,24,brier,0.1948932707542777
4302,chexpert,Pleural Other,count,lr_lbfgs,3,24,auroc,0.7343315460833476
4303,chexpert,Pleural Other,count,lr_lbfgs,3,24,auprc,0.036750444901841574
4304,chexpert,Pleural Other,count,lr_lbfgs,3,24,brier,0.1761025753971207
4305,chexpert,Pleural Other,count,lr_lbfgs,4,24,auroc,0.6330058275488203
4306,chexpert,Pleural Other,count,lr_lbfgs,4,24,auprc,0.021723902807956587
4307,chexpert,Pleural Other,count,lr_lbfgs,4,24,brier,0.4031652828546093
4308,chexpert,Pleural Other,count,lr_lbfgs,0,32,auroc,0.6934012792109773
4309,chexpert,Pleural Other,count,lr_lbfgs,0,32,auprc,0.028591600160881005
4310,chexpert,Pleural Other,count,lr_lbfgs,0,32,brier,0.16749602579220915
4311,chexpert,Pleural Other,count,lr_lbfgs,1,32,auroc,0.6213326476542615
4312,chexpert,Pleural Other,count,lr_lbfgs,1,32,auprc,0.01998955797085332
4313,chexpert,Pleural Other,count,lr_lbfgs,1,32,brier,0.5237666900410524
4314,chexpert,Pleural Other,count,lr_lbfgs,2,32,auroc,0.7361759359917139
4315,chexpert,Pleural Other,count,lr_lbfgs,2,32,auprc,0.03809026379309967
4316,chexpert,Pleural Other,count,lr_lbfgs,2,32,brier,0.24990790333050333
4317,chexpert,Pleural Other,count,lr_lbfgs,3,32,auroc,0.7259500597076027
4318,chexpert,Pleural Other,count,lr_lbfgs,3,32,auprc,0.03450299369835085
4319,chexpert,Pleural Other,count,lr_lbfgs,3,32,brier,0.2071708763994143
4320,chexpert,Pleural Other,count,lr_lbfgs,4,32,auroc,0.584036190546453
4321,chexpert,Pleural Other,count,lr_lbfgs,4,32,auprc,0.018004865017058606
4322,chexpert,Pleural Other,count,lr_lbfgs,4,32,brier,0.30885205126849885
4323,chexpert,Pleural Other,count,lr_lbfgs,0,48,auroc,0.6868735855156806
4324,chexpert,Pleural Other,count,lr_lbfgs,0,48,auprc,0.030674154634333397
4325,chexpert,Pleural Other,count,lr_lbfgs,0,48,brier,0.2415353380107994
4326,chexpert,Pleural Other,count,lr_lbfgs,1,48,auroc,0.6624802632197551
4327,chexpert,Pleural Other,count,lr_lbfgs,1,48,auprc,0.02361953360518853
4328,chexpert,Pleural Other,count,lr_lbfgs,1,48,brier,0.4475070507299123
4329,chexpert,Pleural Other,count,lr_lbfgs,2,48,auroc,0.734650517043971
4330,chexpert,Pleural Other,count,lr_lbfgs,2,48,auprc,0.03402761905646881
4331,chexpert,Pleural Other,count,lr_lbfgs,2,48,brier,0.1949930150139881
4332,chexpert,Pleural Other,count,lr_lbfgs,3,48,auroc,0.6504747314966103
4333,chexpert,Pleural Other,count,lr_lbfgs,3,48,auprc,0.022133435972234237
4334,chexpert,Pleural Other,count,lr_lbfgs,3,48,brier,0.31869809104433416
4335,chexpert,Pleural Other,count,lr_lbfgs,4,48,auroc,0.5697128755051277
4336,chexpert,Pleural Other,count,lr_lbfgs,4,48,auprc,0.017066304064438636
4337,chexpert,Pleural Other,count,lr_lbfgs,4,48,brier,0.36615872354389395
4338,chexpert,Pleural Other,count,lr_lbfgs,0,64,auroc,0.6714653352341399
4339,chexpert,Pleural Other,count,lr_lbfgs,0,64,auprc,0.026014458341772125
4340,chexpert,Pleural Other,count,lr_lbfgs,0,64,brier,0.20292615588236942
4341,chexpert,Pleural Other,count,lr_lbfgs,1,64,auroc,0.7230959567356758
4342,chexpert,Pleural Other,count,lr_lbfgs,1,64,auprc,0.030290778550063922
4343,chexpert,Pleural Other,count,lr_lbfgs,1,64,brier,0.2143685455831206
4344,chexpert,Pleural Other,count,lr_lbfgs,2,64,auroc,0.7293133589522709
4345,chexpert,Pleural Other,count,lr_lbfgs,2,64,auprc,0.03358741926225425
4346,chexpert,Pleural Other,count,lr_lbfgs,2,64,brier,0.17451261871440346
4347,chexpert,Pleural Other,count,lr_lbfgs,3,64,auroc,0.6762426667418888
4348,chexpert,Pleural Other,count,lr_lbfgs,3,64,auprc,0.025039405578753674
4349,chexpert,Pleural Other,count,lr_lbfgs,3,64,brier,0.2528274752117466
4350,chexpert,Pleural Other,count,lr_lbfgs,4,64,auroc,0.6171408195311489
4351,chexpert,Pleural Other,count,lr_lbfgs,4,64,auprc,0.020187289318601635
4352,chexpert,Pleural Other,count,lr_lbfgs,4,64,brier,0.3536645855723093
4353,chexpert,Pleural Other,count,lr_lbfgs,0,128,auroc,0.6890890232762006
4354,chexpert,Pleural Other,count,lr_lbfgs,0,128,auprc,0.0289833408188672
4355,chexpert,Pleural Other,count,lr_lbfgs,0,128,brier,0.16182159482766936
4356,chexpert,Pleural Other,count,lr_lbfgs,1,128,auroc,0.7357651071807524
4357,chexpert,Pleural Other,count,lr_lbfgs,1,128,auprc,0.03299793926463408
4358,chexpert,Pleural Other,count,lr_lbfgs,1,128,brier,0.20960328347070115
4359,chexpert,Pleural Other,count,lr_lbfgs,2,128,auroc,0.74149211866877
4360,chexpert,Pleural Other,count,lr_lbfgs,2,128,auprc,0.037777170879521114
4361,chexpert,Pleural Other,count,lr_lbfgs,2,128,brier,0.1307331657319396
4362,chexpert,Pleural Other,count,lr_lbfgs,3,128,auroc,0.6912075401552615
4363,chexpert,Pleural Other,count,lr_lbfgs,3,128,auprc,0.026387257189952593
4364,chexpert,Pleural Other,count,lr_lbfgs,3,128,brier,0.1663422386008888
4365,chexpert,Pleural Other,count,lr_lbfgs,4,128,auroc,0.7437350414553756
4366,chexpert,Pleural Other,count,lr_lbfgs,4,128,auprc,0.03211223156180652
4367,chexpert,Pleural Other,count,lr_lbfgs,4,128,brier,0.16216363277991064
4368,chexpert,Fracture,count,lr_lbfgs,0,-1,auroc,0.6695123281693214
4369,chexpert,Fracture,count,lr_lbfgs,0,-1,auprc,0.061297473528479446
4370,chexpert,Fracture,count,lr_lbfgs,0,-1,brier,0.028829757781038863
4371,chexpert,Fracture,count,lr_lbfgs,0,1,auroc,0.6239847977840443
4372,chexpert,Fracture,count,lr_lbfgs,0,1,auprc,0.07488698977876064
4373,chexpert,Fracture,count,lr_lbfgs,0,1,brier,0.24959744664242114
4374,chexpert,Fracture,count,lr_lbfgs,1,1,auroc,0.6299371390785395
4375,chexpert,Fracture,count,lr_lbfgs,1,1,auprc,0.06852539925312354
4376,chexpert,Fracture,count,lr_lbfgs,1,1,brier,0.24980729389438566
4377,chexpert,Fracture,count,lr_lbfgs,2,1,auroc,0.6292034285352606
4378,chexpert,Fracture,count,lr_lbfgs,2,1,auprc,0.050158106634086444
4379,chexpert,Fracture,count,lr_lbfgs,2,1,brier,0.24984849484667143
4380,chexpert,Fracture,count,lr_lbfgs,3,1,auroc,0.6028687582552846
4381,chexpert,Fracture,count,lr_lbfgs,3,1,auprc,0.04773792042339929
4382,chexpert,Fracture,count,lr_lbfgs,3,1,brier,0.24981230558483328
4383,chexpert,Fracture,count,lr_lbfgs,4,1,auroc,0.5257779330516196
4384,chexpert,Fracture,count,lr_lbfgs,4,1,auprc,0.0286121546732621
4385,chexpert,Fracture,count,lr_lbfgs,4,1,brier,0.2500112031222873
4386,chexpert,Fracture,count,lr_lbfgs,0,2,auroc,0.4499073909053205
4387,chexpert,Fracture,count,lr_lbfgs,0,2,auprc,0.02542154533269252
4388,chexpert,Fracture,count,lr_lbfgs,0,2,brier,0.6039569415792103
4389,chexpert,Fracture,count,lr_lbfgs,1,2,auroc,0.6593399020275729
4390,chexpert,Fracture,count,lr_lbfgs,1,2,auprc,0.07141787978302017
4391,chexpert,Fracture,count,lr_lbfgs,1,2,brier,0.36787216984347954
4392,chexpert,Fracture,count,lr_lbfgs,2,2,auroc,0.6306760547193162
4393,chexpert,Fracture,count,lr_lbfgs,2,2,auprc,0.04589896092338551
4394,chexpert,Fracture,count,lr_lbfgs,2,2,brier,0.249835911290267
4395,chexpert,Fracture,count,lr_lbfgs,3,2,auroc,0.6010321916541883
4396,chexpert,Fracture,count,lr_lbfgs,3,2,auprc,0.035863385945275425
4397,chexpert,Fracture,count,lr_lbfgs,3,2,brier,0.37023406636394124
4398,chexpert,Fracture,count,lr_lbfgs,4,2,auroc,0.4171621225471499
4399,chexpert,Fracture,count,lr_lbfgs,4,2,auprc,0.023923611798644148
4400,chexpert,Fracture,count,lr_lbfgs,4,2,brier,0.2500752895433614
4401,chexpert,Fracture,count,lr_lbfgs,0,4,auroc,0.4792189605461938
4402,chexpert,Fracture,count,lr_lbfgs,0,4,auprc,0.02452473719586548
4403,chexpert,Fracture,count,lr_lbfgs,0,4,brier,0.18646712274155014
4404,chexpert,Fracture,count,lr_lbfgs,1,4,auroc,0.6101613080534933
4405,chexpert,Fracture,count,lr_lbfgs,1,4,auprc,0.05389456510963506
4406,chexpert,Fracture,count,lr_lbfgs,1,4,brier,0.29079472998962486
4407,chexpert,Fracture,count,lr_lbfgs,2,4,auroc,0.6163799421359721
4408,chexpert,Fracture,count,lr_lbfgs,2,4,auprc,0.03785585430296529
4409,chexpert,Fracture,count,lr_lbfgs,2,4,brier,0.2116225662151053
4410,chexpert,Fracture,count,lr_lbfgs,3,4,auroc,0.48587482281848116
4411,chexpert,Fracture,count,lr_lbfgs,3,4,auprc,0.025174734284378164
4412,chexpert,Fracture,count,lr_lbfgs,3,4,brier,0.46646942318533424
4413,chexpert,Fracture,count,lr_lbfgs,4,4,auroc,0.41047211483527735
4414,chexpert,Fracture,count,lr_lbfgs,4,4,auprc,0.02405337182378783
4415,chexpert,Fracture,count,lr_lbfgs,4,4,brier,0.25012602172597576
4416,chexpert,Fracture,count,lr_lbfgs,0,8,auroc,0.5983723868328521
4417,chexpert,Fracture,count,lr_lbfgs,0,8,auprc,0.03595238867383698
4418,chexpert,Fracture,count,lr_lbfgs,0,8,brier,0.2032255492282639
4419,chexpert,Fracture,count,lr_lbfgs,1,8,auroc,0.6385378339798758
4420,chexpert,Fracture,count,lr_lbfgs,1,8,auprc,0.07305440146298449
4421,chexpert,Fracture,count,lr_lbfgs,1,8,brier,0.21824269385993214
4422,chexpert,Fracture,count,lr_lbfgs,2,8,auroc,0.6222704468721945
4423,chexpert,Fracture,count,lr_lbfgs,2,8,auprc,0.04155096760968325
4424,chexpert,Fracture,count,lr_lbfgs,2,8,brier,0.2858130070869294
4425,chexpert,Fracture,count,lr_lbfgs,3,8,auroc,0.3876479705116653
4426,chexpert,Fracture,count,lr_lbfgs,3,8,auprc,0.020803762195192293
4427,chexpert,Fracture,count,lr_lbfgs,3,8,brier,0.532696380448286
4428,chexpert,Fracture,count,lr_lbfgs,4,8,auroc,0.6952790182103459
4429,chexpert,Fracture,count,lr_lbfgs,4,8,auprc,0.049143407785670085
4430,chexpert,Fracture,count,lr_lbfgs,4,8,brier,0.18520593889185155
4431,chexpert,Fracture,count,lr_lbfgs,0,12,auroc,0.6115387850552907
4432,chexpert,Fracture,count,lr_lbfgs,0,12,auprc,0.03629760302510621
4433,chexpert,Fracture,count,lr_lbfgs,0,12,brier,0.1742103888166906
4434,chexpert,Fracture,count,lr_lbfgs,1,12,auroc,0.5645750641684419
4435,chexpert,Fracture,count,lr_lbfgs,1,12,auprc,0.03780822540471011
4436,chexpert,Fracture,count,lr_lbfgs,1,12,brier,0.20819504740619776
4437,chexpert,Fracture,count,lr_lbfgs,2,12,auroc,0.5376405584528285
4438,chexpert,Fracture,count,lr_lbfgs,2,12,auprc,0.028945292136628418
4439,chexpert,Fracture,count,lr_lbfgs,2,12,brier,0.18884962506823416
4440,chexpert,Fracture,count,lr_lbfgs,3,12,auroc,0.4656661358855245
4441,chexpert,Fracture,count,lr_lbfgs,3,12,auprc,0.02581882825195699
4442,chexpert,Fracture,count,lr_lbfgs,3,12,brier,0.25004571031930317
4443,chexpert,Fracture,count,lr_lbfgs,4,12,auroc,0.5925085321958182
4444,chexpert,Fracture,count,lr_lbfgs,4,12,auprc,0.035054989079414775
4445,chexpert,Fracture,count,lr_lbfgs,4,12,brier,0.24078171005993887
4446,chexpert,Fracture,count,lr_lbfgs,0,16,auroc,0.6508734986416778
4447,chexpert,Fracture,count,lr_lbfgs,0,16,auprc,0.047122714382334945
4448,chexpert,Fracture,count,lr_lbfgs,0,16,brier,0.1491989987829679
4449,chexpert,Fracture,count,lr_lbfgs,1,16,auroc,0.5948554065555912
4450,chexpert,Fracture,count,lr_lbfgs,1,16,auprc,0.03976420128378318
4451,chexpert,Fracture,count,lr_lbfgs,1,16,brier,0.2174811004794861
4452,chexpert,Fracture,count,lr_lbfgs,2,16,auroc,0.6196054369533607
4453,chexpert,Fracture,count,lr_lbfgs,2,16,auprc,0.04391286495877211
4454,chexpert,Fracture,count,lr_lbfgs,2,16,brier,0.16606980624699555
4455,chexpert,Fracture,count,lr_lbfgs,3,16,auroc,0.5288164607668899
4456,chexpert,Fracture,count,lr_lbfgs,3,16,auprc,0.029909197927555142
4457,chexpert,Fracture,count,lr_lbfgs,3,16,brier,0.27875111942107744
4458,chexpert,Fracture,count,lr_lbfgs,4,16,auroc,0.6852121514458511
4459,chexpert,Fracture,count,lr_lbfgs,4,16,auprc,0.053704728532844595
4460,chexpert,Fracture,count,lr_lbfgs,4,16,brier,0.24996212150573793
4461,chexpert,Fracture,count,lr_lbfgs,0,24,auroc,0.6420215016331514
4462,chexpert,Fracture,count,lr_lbfgs,0,24,auprc,0.03976818731884012
4463,chexpert,Fracture,count,lr_lbfgs,0,24,brier,0.16566721029131215
4464,chexpert,Fracture,count,lr_lbfgs,1,24,auroc,0.6335834139776438
4465,chexpert,Fracture,count,lr_lbfgs,1,24,auprc,0.05710023261764631
4466,chexpert,Fracture,count,lr_lbfgs,1,24,brier,0.1940115816318515
4467,chexpert,Fracture,count,lr_lbfgs,2,24,auroc,0.6199023357146307
4468,chexpert,Fracture,count,lr_lbfgs,2,24,auprc,0.04092144863494047
4469,chexpert,Fracture,count,lr_lbfgs,2,24,brier,0.11917300624211527
4470,chexpert,Fracture,count,lr_lbfgs,3,24,auroc,0.6254934432427841
4471,chexpert,Fracture,count,lr_lbfgs,3,24,auprc,0.03716617932888706
4472,chexpert,Fracture,count,lr_lbfgs,3,24,brier,0.15459397068417455
4473,chexpert,Fracture,count,lr_lbfgs,4,24,auroc,0.6843262438517388
4474,chexpert,Fracture,count,lr_lbfgs,4,24,auprc,0.04906800558954216
4475,chexpert,Fracture,count,lr_lbfgs,4,24,brier,0.22327773851317054
4476,chexpert,Fracture,count,lr_lbfgs,0,32,auroc,0.6644783742773244
4477,chexpert,Fracture,count,lr_lbfgs,0,32,auprc,0.04525458884887897
4478,chexpert,Fracture,count,lr_lbfgs,0,32,brier,0.1670474581877787
4479,chexpert,Fracture,count,lr_lbfgs,1,32,auroc,0.6210053999763481
4480,chexpert,Fracture,count,lr_lbfgs,1,32,auprc,0.03953309890055315
4481,chexpert,Fracture,count,lr_lbfgs,1,32,brier,0.24834023878084333
4482,chexpert,Fracture,count,lr_lbfgs,2,32,auroc,0.6308055575450595
4483,chexpert,Fracture,count,lr_lbfgs,2,32,auprc,0.04342803827442576
4484,chexpert,Fracture,count,lr_lbfgs,2,32,brier,0.23493713488041848
4485,chexpert,Fracture,count,lr_lbfgs,3,32,auroc,0.6558710168511908
4486,chexpert,Fracture,count,lr_lbfgs,3,32,auprc,0.04205401463911617
4487,chexpert,Fracture,count,lr_lbfgs,3,32,brier,0.1449312626420727
4488,chexpert,Fracture,count,lr_lbfgs,4,32,auroc,0.6937276909521248
4489,chexpert,Fracture,count,lr_lbfgs,4,32,auprc,0.04958178348772932
4490,chexpert,Fracture,count,lr_lbfgs,4,32,brier,0.28316411116340795
4491,chexpert,Fracture,count,lr_lbfgs,0,48,auroc,0.6875198834724413
4492,chexpert,Fracture,count,lr_lbfgs,0,48,auprc,0.05677825485592044
4493,chexpert,Fracture,count,lr_lbfgs,0,48,brier,0.15308273433822894
4494,chexpert,Fracture,count,lr_lbfgs,1,48,auroc,0.5712854758625056
4495,chexpert,Fracture,count,lr_lbfgs,1,48,auprc,0.03576861244173192
4496,chexpert,Fracture,count,lr_lbfgs,1,48,brier,0.22103858429926435
4497,chexpert,Fracture,count,lr_lbfgs,2,48,auroc,0.632230505036036
4498,chexpert,Fracture,count,lr_lbfgs,2,48,auprc,0.041459739470387676
4499,chexpert,Fracture,count,lr_lbfgs,2,48,brier,0.22238634880186423
4500,chexpert,Fracture,count,lr_lbfgs,3,48,auroc,0.6561887360024518
4501,chexpert,Fracture,count,lr_lbfgs,3,48,auprc,0.04491829061532903
4502,chexpert,Fracture,count,lr_lbfgs,3,48,brier,0.12667208809009992
4503,chexpert,Fracture,count,lr_lbfgs,4,48,auroc,0.6919146513917181
4504,chexpert,Fracture,count,lr_lbfgs,4,48,auprc,0.0588869221587677
4505,chexpert,Fracture,count,lr_lbfgs,4,48,brier,0.2483390853735787
4506,chexpert,Fracture,count,lr_lbfgs,0,64,auroc,0.6449142866184856
4507,chexpert,Fracture,count,lr_lbfgs,0,64,auprc,0.039829157999565594
4508,chexpert,Fracture,count,lr_lbfgs,0,64,brier,0.16809835130468476
4509,chexpert,Fracture,count,lr_lbfgs,1,64,auroc,0.6553228159827308
4510,chexpert,Fracture,count,lr_lbfgs,1,64,auprc,0.04439899249055477
4511,chexpert,Fracture,count,lr_lbfgs,1,64,brier,0.26229842799540826
4512,chexpert,Fracture,count,lr_lbfgs,2,64,auroc,0.6021975088819784
4513,chexpert,Fracture,count,lr_lbfgs,2,64,auprc,0.03522020505983494
4514,chexpert,Fracture,count,lr_lbfgs,2,64,brier,0.20202020651873212
4515,chexpert,Fracture,count,lr_lbfgs,3,64,auroc,0.6734763222196868
4516,chexpert,Fracture,count,lr_lbfgs,3,64,auprc,0.05109880109425449
4517,chexpert,Fracture,count,lr_lbfgs,3,64,brier,0.1274290735711062
4518,chexpert,Fracture,count,lr_lbfgs,4,64,auroc,0.6644767086461251
4519,chexpert,Fracture,count,lr_lbfgs,4,64,auprc,0.05135517625390137
4520,chexpert,Fracture,count,lr_lbfgs,4,64,brier,0.1879221819006307
4521,chexpert,Fracture,count,lr_lbfgs,0,128,auroc,0.6498841137093107
4522,chexpert,Fracture,count,lr_lbfgs,0,128,auprc,0.04299384546303094
4523,chexpert,Fracture,count,lr_lbfgs,0,128,brier,0.15511734862919166
4524,chexpert,Fracture,count,lr_lbfgs,1,128,auroc,0.6891376277747334
4525,chexpert,Fracture,count,lr_lbfgs,1,128,auprc,0.05813055553506225
4526,chexpert,Fracture,count,lr_lbfgs,1,128,brier,0.20472517379029162
4527,chexpert,Fracture,count,lr_lbfgs,2,128,auroc,0.6388830360459248
4528,chexpert,Fracture,count,lr_lbfgs,2,128,auprc,0.04495187472203194
4529,chexpert,Fracture,count,lr_lbfgs,2,128,brier,0.14930823048920874
4530,chexpert,Fracture,count,lr_lbfgs,3,128,auroc,0.6158257033544147
4531,chexpert,Fracture,count,lr_lbfgs,3,128,auprc,0.04010513860939001
4532,chexpert,Fracture,count,lr_lbfgs,3,128,brier,0.1510108223941528
4533,chexpert,Fracture,count,lr_lbfgs,4,128,auroc,0.7102728220622847
4534,chexpert,Fracture,count,lr_lbfgs,4,128,auprc,0.06191649516344826
4535,chexpert,Fracture,count,lr_lbfgs,4,128,brier,0.164963260092611
