,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
45,45,45.0,45.0,45.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,4,auroc,0.4937772925764191
46,46,46.0,46.0,46.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,4,auprc,0.1289657093495761
47,47,47.0,47.0,47.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,4,brier,0.6485622595299835
48,48,48.0,48.0,48.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,8,auroc,0.5517416472021935
49,49,49.0,49.0,49.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,8,auprc,0.1561288395428229
50,50,50.0,50.0,50.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,8,brier,0.2942289787143139
51,51,51.0,51.0,51.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,8,auroc,0.5573728038996649
52,52,52.0,52.0,52.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,8,auprc,0.1566550563278792
53,53,53.0,53.0,53.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,8,brier,0.4878069223763281
54,54,54.0,54.0,54.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,8,auroc,0.5627602315426018
55,55,55.0,55.0,55.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,8,auprc,0.1459199361911096
56,56,56.0,56.0,56.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,8,brier,0.2936828154466484
57,57,57.0,57.0,57.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,8,auroc,0.5320859144917234
58,58,58.0,58.0,58.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,8,auprc,0.1427058503525152
59,59,59.0,59.0,59.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,8,brier,0.4662959025460411
60,60,60.0,60.0,60.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,8,auroc,0.6175281811719305
61,61,61.0,61.0,61.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,8,auprc,0.1872022992893963
62,62,62.0,62.0,62.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,8,brier,0.3533292006906519
63,63,63.0,63.0,63.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,12,auroc,0.5268025794658271
64,64,64.0,64.0,64.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,12,auprc,0.1352180674256043
65,65,65.0,65.0,65.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,12,brier,0.3048549460937164
66,66,66.0,66.0,66.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,12,auroc,0.551112013811313
67,67,67.0,67.0,67.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,12,auprc,0.142880289176481
68,68,68.0,68.0,68.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,1,12,brier,0.2453481541142755
69,69,69.0,69.0,69.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,12,auroc,0.6129811109982736
70,70,70.0,70.0,70.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,12,auprc,0.1645551007130676
71,71,71.0,71.0,71.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,2,12,brier,0.3317260304104865
72,72,72.0,72.0,72.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,12,auroc,0.5658474662333706
73,73,73.0,73.0,73.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,12,auprc,0.1543927301997334
74,74,74.0,74.0,74.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,3,12,brier,0.4508360646117739
75,75,75.0,75.0,75.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,12,auroc,0.58868183203006
76,76,76.0,76.0,76.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,12,auprc,0.1648016195996003
77,77,77.0,77.0,77.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,4,12,brier,0.26375126241455
78,78,78.0,78.0,78.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,16,auroc,0.536049050472225
79,79,79.0,79.0,79.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,16,auprc,0.147802282584989
80,80,80.0,80.0,80.0,new_hyperlipidemia,new_hyperlipidemia,count,gbm,0,16,brier,0.3771438344710613
