,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
108,108.0,108.0,108.0,lab_hyponatremia,lab_hyponatremia,count,gbm,0,32,auroc,0.5475325981579638
109,109.0,109.0,109.0,lab_hyponatremia,lab_hyponatremia,count,gbm,0,32,auprc,0.3123678663036936
110,110.0,110.0,110.0,lab_hyponatremia,lab_hyponatremia,count,gbm,0,32,brier,0.500637301982809
111,111.0,111.0,111.0,lab_hyponatremia,lab_hyponatremia,count,gbm,1,32,auroc,0.4892372034361064
112,112.0,112.0,112.0,lab_hyponatremia,lab_hyponatremia,count,gbm,1,32,auprc,0.2941321388482469
113,113.0,113.0,113.0,lab_hyponatremia,lab_hyponatremia,count,gbm,1,32,brier,0.3817914561637888
114,114.0,114.0,114.0,lab_hyponatremia,lab_hyponatremia,count,gbm,2,32,auroc,0.532866212244258
115,115.0,115.0,115.0,lab_hyponatremia,lab_hyponatremia,count,gbm,2,32,auprc,0.3159474762924622
116,116.0,116.0,116.0,lab_hyponatremia,lab_hyponatremia,count,gbm,2,32,brier,0.3478782404219239
117,117.0,117.0,117.0,lab_hyponatremia,lab_hyponatremia,count,gbm,3,32,auroc,0.5505287957375927
118,118.0,118.0,118.0,lab_hyponatremia,lab_hyponatremia,count,gbm,3,32,auprc,0.3251546584011278
119,119.0,119.0,119.0,lab_hyponatremia,lab_hyponatremia,count,gbm,3,32,brier,0.4026163488315744
120,120.0,120.0,120.0,lab_hyponatremia,lab_hyponatremia,count,gbm,4,32,auroc,0.534916330971922
121,121.0,121.0,121.0,lab_hyponatremia,lab_hyponatremia,count,gbm,4,32,auprc,0.3071690344544049
122,122.0,122.0,122.0,lab_hyponatremia,lab_hyponatremia,count,gbm,4,32,brier,0.4549649739255228
123,123.0,123.0,123.0,lab_hyponatremia,lab_hyponatremia,count,gbm,0,48,auroc,0.545259015032026
124,124.0,124.0,124.0,lab_hyponatremia,lab_hyponatremia,count,gbm,0,48,auprc,0.3188604119838717
125,125.0,125.0,125.0,lab_hyponatremia,lab_hyponatremia,count,gbm,0,48,brier,0.2984685087420635
