,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
234,234.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,1,12,auroc,0.5769578153001792
235,235.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,1,12,auprc,0.0189968129399089
236,236.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,1,12,brier,0.2499582913311696
237,237.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,2,12,auroc,0.442974696696378
238,238.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,2,12,auprc,0.011300172562045
239,239.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,2,12,brier,0.3079064072635389
240,240.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,3,12,auroc,0.4981866886849179
241,241.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,3,12,auprc,0.0163012607927024
242,242.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,3,12,brier,0.2500611915234827
243,243.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,4,12,auroc,0.4888188844086021
244,244.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,4,12,auprc,0.0138893454295958
245,245.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,4,12,brier,0.4144219004774526
246,246.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,0,16,auroc,0.540954503719817
247,247.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,0,16,auprc,0.015392364053639
248,248.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,0,16,brier,0.4726289961791433
249,249.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,1,16,auroc,0.5863319678775232
250,250.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,1,16,auprc,0.0195686901005715
251,251.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,1,16,brier,0.231263504113375
252,252.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,2,16,auroc,0.4679072344840596
253,253.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,2,16,auprc,0.0122630969347345
254,254.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,2,16,brier,0.2694961004528766
255,255.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,3,16,auroc,0.5279094783118752
256,256.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,3,16,auprc,0.0177966773066466
257,257.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,3,16,brier,0.256789686992267
258,258.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,4,16,auroc,0.5164505849426995
259,259.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,4,16,auprc,0.0151341178409727
260,260.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,4,16,brier,0.2500317469056282
261,261.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,0,24,auroc,0.5596285304364742
262,262.0,lab_hypoglycemia,lab_hypoglycemia,count,lr_lbfgs,0,24,auprc,0.0179611285482385
