,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
106,106.0,106.0,106.0,new_celiac,new_celiac,count,gbm,4,24,auprc,0.0157965227013236
107,107.0,107.0,107.0,new_celiac,new_celiac,count,gbm,4,24,brier,0.4656947893173855
108,108.0,108.0,108.0,new_celiac,new_celiac,count,gbm,0,32,auroc,0.4290257675082754
109,109.0,109.0,109.0,new_celiac,new_celiac,count,gbm,0,32,auprc,0.0081019259739076
110,110.0,110.0,110.0,new_celiac,new_celiac,count,gbm,0,32,brier,0.3152132213465762
111,111.0,111.0,111.0,new_celiac,new_celiac,count,gbm,1,32,auroc,0.5403604422232319
112,112.0,112.0,112.0,new_celiac,new_celiac,count,gbm,1,32,auprc,0.012248085630133
113,113.0,113.0,113.0,new_celiac,new_celiac,count,gbm,1,32,brier,0.4117742383419427
114,114.0,114.0,114.0,new_celiac,new_celiac,count,gbm,2,32,auroc,0.6149585686159971
115,115.0,115.0,115.0,new_celiac,new_celiac,count,gbm,2,32,auprc,0.0144971074076175
116,116.0,116.0,116.0,new_celiac,new_celiac,count,gbm,2,32,brier,0.2927148947195487
117,117.0,117.0,117.0,new_celiac,new_celiac,count,gbm,3,32,auroc,0.4792626728110599
118,118.0,118.0,118.0,new_celiac,new_celiac,count,gbm,3,32,auprc,0.0099826051463374
119,119.0,119.0,119.0,new_celiac,new_celiac,count,gbm,3,32,brier,0.4400041874618268
120,120.0,120.0,120.0,new_celiac,new_celiac,count,gbm,4,32,auroc,0.6327967806841046
121,121.0,121.0,121.0,new_celiac,new_celiac,count,gbm,4,32,auprc,0.0175345409823499
122,122.0,122.0,122.0,new_celiac,new_celiac,count,gbm,4,32,brier,0.2965554262168119
123,123.0,123.0,123.0,new_celiac,new_celiac,count,gbm,0,48,auroc,0.4541550377534021
124,124.0,124.0,124.0,new_celiac,new_celiac,count,gbm,0,48,auprc,0.0108348275094917
125,125.0,125.0,125.0,new_celiac,new_celiac,count,gbm,0,48,brier,0.3301364408032666
