,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
131,131.0,131.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,2,48,brier,0.2849403468394055
132,132.0,132.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,3,48,auroc,0.6914630801209779
133,133.0,133.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,3,48,auprc,0.547161270031388
134,134.0,134.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,3,48,brier,0.3019067183068826
135,135.0,135.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,4,48,auroc,0.6512279714440338
136,136.0,136.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,4,48,auprc,0.4820181378215896
137,137.0,137.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,4,48,brier,0.3557500964747044
138,138.0,138.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,0,64,auroc,0.7144767146724036
139,139.0,139.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,0,64,auprc,0.5811310859655188
140,140.0,140.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,0,64,brier,0.2225229292540717
141,141.0,141.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,1,64,auroc,0.6934911282881582
142,142.0,142.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,1,64,auprc,0.5525507873912234
143,143.0,143.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,1,64,brier,0.3324927019780159
144,144.0,144.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,2,64,auroc,0.708947987884692
145,145.0,145.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,2,64,auprc,0.5853372054717922
146,146.0,146.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,2,64,brier,0.2128749368230605
147,147.0,147.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,3,64,auroc,0.7220551832119939
148,148.0,148.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,3,64,auprc,0.5891353213480635
149,149.0,149.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,3,64,brier,0.2086371239910993
150,150.0,150.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,4,64,auroc,0.6935000893230961
151,151.0,151.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,4,64,auprc,0.5455697227516028
152,152.0,152.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,4,64,brier,0.3607939136230622
153,153.0,153.0,lab_thrombocytopenia,lab_thrombocytopenia,count,gbm,0,128,auroc,0.7370416983890042
